	Moffitt_tumor_predicted	Collison_predicted	Bailey_predicted	MFP	Cohort
C3N-00249	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-03635	Classical	QM	Squamous	F	PUB_PAAD_CPTAC
C3N-03039	Classical	Exocrine	Pancreatic_Progenitor	ID	PUB_PAAD_CPTAC
C3N-04284	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-02109	Basal-like	Classical	Pancreatic_Progenitor	F	PUB_PAAD_CPTAC
C3L-03388	Classical	QM	Immunogenic	ID	PUB_PAAD_CPTAC
C3N-01011	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-02606	Basal-like	QM	Squamous	ID	PUB_PAAD_CPTAC
C3L-01637	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-00198	Classical	Classical	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-02295	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-02573	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_PAAD_CPTAC
C3N-00709	Classical	Classical	Immunogenic	ID	PUB_PAAD_CPTAC
C3N-02998	Classical	QM	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-03173	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-01375	Basal-like	QM	Immunogenic	ID	PUB_PAAD_CPTAC
C3L-04072	Basal-like	Exocrine	Squamous	ID	PUB_PAAD_CPTAC
C3L-02463	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-03639	Basal-like	QM	Squamous	IE	PUB_PAAD_CPTAC
C3L-00599	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-01166	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-03394	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-00514	Basal-like	QM	Squamous	IE	PUB_PAAD_CPTAC
C3N-01715	Basal-like	QM	Squamous	IE	PUB_PAAD_CPTAC
C3N-02768	Basal-like	Exocrine	ADEX	ID	PUB_PAAD_CPTAC
C3L-01054	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-04027	Basal-like	Exocrine	ADEX	ID	PUB_PAAD_CPTAC
C3N-00516	Basal-like	QM	Immunogenic	ID	PUB_PAAD_CPTAC
C3N-01716	Basal-like	QM	Immunogenic	ID	PUB_PAAD_CPTAC
C3L-00928	Classical	Classical	Immunogenic	ID	PUB_PAAD_CPTAC
C3N-04126	Basal-like	Exocrine	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-01662	Classical	Exocrine	ADEX	ID	PUB_PAAD_CPTAC
C3N-01382	Basal-like	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3N-04119	Basal-like	QM	Squamous	F	PUB_PAAD_CPTAC
C3N-03211	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-00512	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-02585	Basal-like	QM	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-02944	Basal-like	QM	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-01453	Basal-like	QM	Immunogenic	IEF	PUB_PAAD_CPTAC
C3L-01687	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-01703	Classical	Classical	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-03665	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-01381	Basal-like	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3L-02897	Basal-like	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3L-00589	Classical	Exocrine	Pancreatic_Progenitor	ID	PUB_PAAD_CPTAC
C3N-03061	Basal-like	Exocrine	ADEX	ID	PUB_PAAD_CPTAC
C3L-03632	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-03853	Basal-like	Classical	ADEX	F	PUB_PAAD_CPTAC
C3N-01997	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-00511	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_CPTAC
C3N-03006	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-03356	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-01388	Classical	QM	Immunogenic	F	PUB_PAAD_CPTAC
C3L-00102	Classical	Classical	Immunogenic	IEF	PUB_PAAD_CPTAC
C3L-00189	Basal-like	QM	Immunogenic	F	PUB_PAAD_CPTAC
C3L-04473	Classical	Exocrine	ADEX	IE	PUB_PAAD_CPTAC
C3N-00513	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-04282	Basal-like	QM	Squamous	ID	PUB_PAAD_CPTAC
C3L-02890	Basal-like	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3N-01167	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_CPTAC
C3N-03086	Classical	Exocrine	Immunogenic	F	PUB_PAAD_CPTAC
C3L-01036	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3N-01012	Classical	Exocrine	ADEX	IE	PUB_PAAD_CPTAC
C3N-03839	Classical	QM	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-02701	Basal-like	Classical	Immunogenic	F	PUB_PAAD_CPTAC
C3L-03395	Classical	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3L-02610	Basal-like	Exocrine	ADEX	ID	PUB_PAAD_CPTAC
C3N-00303	Basal-like	QM	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-04283	Basal-like	QM	Squamous	ID	PUB_PAAD_CPTAC
C3N-03428	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-00518	Basal-like	QM	Squamous	F	PUB_PAAD_CPTAC
C3L-00277	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_CPTAC
C3N-00436	Classical	QM	Immunogenic	ID	PUB_PAAD_CPTAC
C3L-03628	Basal-like	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-01971	Classical	Exocrine	ADEX	IEF	PUB_PAAD_CPTAC
C3L-04080	Basal-like	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3L-02809	Basal-like	Classical	Pancreatic_Progenitor	F	PUB_PAAD_CPTAC
C3L-01031	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3L-02899	Classical	Classical	Squamous	F	PUB_PAAD_CPTAC
C3N-03439	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-02579	Basal-like	Exocrine	Squamous	ID	PUB_PAAD_CPTAC
C3N-03007	Basal-like	QM	Immunogenic	F	PUB_PAAD_CPTAC
C3L-00881	Basal-like	Exocrine	ADEX	IE	PUB_PAAD_CPTAC
C3N-00957	Classical	Classical	Immunogenic	IE	PUB_PAAD_CPTAC
C3N-01502	Classical	QM	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-01383	Classical	Classical	Immunogenic	F	PUB_PAAD_CPTAC
C3N-01719	Classical	QM	Immunogenic	IEF	PUB_PAAD_CPTAC
C3N-02971	Classical	QM	Immunogenic	IEF	PUB_PAAD_CPTAC
C3L-04495	Classical	Exocrine	ADEX	F	PUB_PAAD_CPTAC
C3L-02118	Classical	Exocrine	Immunogenic	ID	PUB_PAAD_CPTAC
C3L-00819	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_CPTAC
GSM5253087	Classical	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253088	Classical	Classical	Pancreatic_Progenitor	F	PUB_Guo_GSE172356
GSM5253089	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253090	Classical	Exocrine	ADEX	F	PUB_Guo_GSE172356
GSM5253091	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253092	Classical	Exocrine	ADEX	IE	PUB_Guo_GSE172356
GSM5253093	Classical	Classical	Immunogenic	IEF	PUB_Guo_GSE172356
GSM5253094	Classical	Classical	Immunogenic	IEF	PUB_Guo_GSE172356
GSM5253095	Classical	QM	Immunogenic	IEF	PUB_Guo_GSE172356
GSM5253096	Classical	Exocrine	ADEX	F	PUB_Guo_GSE172356
GSM5253097	Classical	Classical	Squamous	ID	PUB_Guo_GSE172356
GSM5253098	Classical	QM	Squamous	F	PUB_Guo_GSE172356
GSM5253099	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253100	Classical	Exocrine	ADEX	F	PUB_Guo_GSE172356
GSM5253101	Basal-like	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253102	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253103	Classical	Classical	Immunogenic	IE	PUB_Guo_GSE172356
GSM5253104	Basal-like	QM	Squamous	F	PUB_Guo_GSE172356
GSM5253105	Classical	Exocrine	ADEX	IE	PUB_Guo_GSE172356
GSM5253106	Classical	Exocrine	Immunogenic	IE	PUB_Guo_GSE172356
GSM5253107	Classical	Classical	Pancreatic_Progenitor	F	PUB_Guo_GSE172356
GSM5253108	Classical	QM	Pancreatic_Progenitor	F	PUB_Guo_GSE172356
GSM5253109	Basal-like	QM	Immunogenic	IE	PUB_Guo_GSE172356
GSM5253110	Basal-like	Exocrine	ADEX	F	PUB_Guo_GSE172356
GSM5253111	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253112	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253113	Classical	Classical	Squamous	F	PUB_Guo_GSE172356
GSM5253114	Classical	Classical	Immunogenic	IEF	PUB_Guo_GSE172356
GSM5253115	Classical	QM	Squamous	F	PUB_Guo_GSE172356
GSM5253116	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253117	Classical	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253118	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253119	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253120	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253121	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253122	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253123	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253124	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253125	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253126	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253127	Classical	Exocrine	Immunogenic	F	PUB_Guo_GSE172356
GSM5253128	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253129	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253130	Basal-like	QM	Squamous	F	PUB_Guo_GSE172356
GSM5253131	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253132	Basal-like	Exocrine	Squamous	F	PUB_Guo_GSE172356
GSM5253133	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253134	Basal-like	Exocrine	ADEX	IE	PUB_Guo_GSE172356
GSM5253135	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253136	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253137	Basal-like	Exocrine	ADEX	IE	PUB_Guo_GSE172356
GSM5253138	Classical	Exocrine	ADEX	IEF	PUB_Guo_GSE172356
GSM5253139	Basal-like	Classical	Squamous	IE	PUB_Guo_GSE172356
GSM5253140	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253141	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253142	Basal-like	Exocrine	Squamous	F	PUB_Guo_GSE172356
GSM5253143	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253144	Basal-like	QM	Squamous	IE	PUB_Guo_GSE172356
GSM5253145	Classical	QM	Squamous	F	PUB_Guo_GSE172356
GSM5253146	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253147	Basal-like	QM	Squamous	ID	PUB_Guo_GSE172356
GSM5253148	Classical	QM	Squamous	ID	PUB_Guo_GSE172356
DO32831	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_RNA
DO32833	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO32837	Basal-like	QM	Squamous	IEF	PUB_PAAD_PACA_AU_RNA
DO33984	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO32863	Classical	Classical	Squamous	IEF	PUB_PAAD_PACA_AU_RNA
DO32878	Basal-like	Classical	ADEX	ID	PUB_PAAD_PACA_AU_RNA
DO32893	Classical	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO32916	Basal-like	QM	Squamous	IE	PUB_PAAD_PACA_AU_RNA
DO32960	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_RNA
DO32972	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_RNA
DO32980	Basal-like	Exocrine	Squamous	IE	PUB_PAAD_PACA_AU_RNA
DO32984	Classical	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO33000	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_RNA
DO33008	Basal-like	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO33016	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO33028	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO33032	Basal-like	QM	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_RNA
DO33042	Basal-like	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO34312	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_RNA
DO34432	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_RNA
DO33160	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33152	Classical	Exocrine	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33184	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO33200	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO33208	Classical	Classical	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO33248	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO33264	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_RNA
DO33288	Classical	QM	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_RNA
DO33344	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO34600	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_RNA
DO34608	Classical	Exocrine	ADEX	ID	PUB_PAAD_PACA_AU_RNA
DO34288	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33368	Basal-like	Exocrine	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO33376	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_RNA
DO33392	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33400	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33408	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_RNA
DO33472	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_RNA
DO33480	Classical	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO34656	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO33512	Classical	Classical	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO34696	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33544	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO33552	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_RNA
DO34736	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO33600	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_RNA
DO34785	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO32875	Basal-like	Exocrine	Squamous	IE	PUB_PAAD_PACA_AU_RNA
DO34793	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO34801	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_RNA
DO34809	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_RNA
DO34817	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO34849	Basal-like	Classical	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO34905	Basal-like	QM	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_RNA
DO32976	Classical	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO34961	Classical	Exocrine	ADEX	ID	PUB_PAAD_PACA_AU_RNA
DO49129	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO49087	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_RNA
DO49135	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO49076	Classical	Exocrine	ADEX	IE	PUB_PAAD_PACA_AU_RNA
DO49080	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO49113	Classical	Classical	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO49127	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO49138	Basal-like	Classical	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO49078	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO49178	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_RNA
DO49183	Classical	QM	Squamous	F	PUB_PAAD_PACA_AU_RNA
DO49193	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO33488	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_RNA
DO33168	Basal-like	QM	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO32860	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_RNA
DO34728	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_RNA
DO34680	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO34640	Basal-like	QM	Squamous	IE	PUB_PAAD_PACA_AU_RNA
DO32900	Classical	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO34448	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO49172	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_RNA
DO49181	Classical	Classical	ADEX	F	PUB_PAAD_PACA_AU_RNA
DO35009	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_MA
DO35057	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO35073	Basal-like	Exocrine	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO35033	Basal-like	Exocrine	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO35041	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO49204	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO49202	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO49203	Classical	QM	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49188	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO49185	Classical	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_MA
DO49168	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49165	Classical	Classical	Squamous	F	PUB_PAAD_PACA_AU_MA
DO49166	Classical	Classical	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO49136	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO49137	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO49134	Basal-like	QM	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO49132	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO49133	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49128	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO49125	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO49126	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO49123	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO49121	Basal-like	Exocrine	Squamous	IEF	PUB_PAAD_PACA_AU_MA
DO49130	Classical	Classical	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO49118	Classical	Classical	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO49116	Basal-like	QM	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO49115	Classical	QM	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49111	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49109	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO49101	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO49100	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO49089	Classical	Exocrine	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO49096	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO49094	Basal-like	QM	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO49090	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO49079	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO49081	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_MA
DO49075	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO33280	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO33232	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO33240	Basal-like	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO33216	Classical	QM	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO34544	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO33224	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34520	Classical	Exocrine	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO34504	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO33176	Classical	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO33192	Basal-like	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO34480	Classical	Classical	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO34496	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO33136	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34464	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO33144	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO33112	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_MA
DO33128	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO33120	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO34424	Basal-like	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO33105	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO33496	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34769	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO34760	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO34744	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34752	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO34720	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO34688	Classical	Classical	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO34664	Classical	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO33336	Classical	QM	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO34648	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO33328	Basal-like	Exocrine	Squamous	F	PUB_PAAD_PACA_AU_MA
DO34624	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_MA
DO34632	Classical	Exocrine	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO34616	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO34192	Classical	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_MA
DO34392	Classical	Exocrine	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO34368	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO34344	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO33024	Classical	Exocrine	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO33020	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO34320	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_MA
DO33004	Classical	QM	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO34336	Classical	Classical	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO33098	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO33077	Classical	Classical	ADEX	IEF	PUB_PAAD_PACA_AU_MA
DO33084	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO34264	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO34280	Classical	Classical	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO34272	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO34240	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO34256	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO34208	Basal-like	QM	Squamous	IEF	PUB_PAAD_PACA_AU_MA
DO34216	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO32988	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO32996	Basal-like	Exocrine	Squamous	F	PUB_PAAD_PACA_AU_MA
DO32992	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO32968	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO32964	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO32944	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
